,,,,,,,,,latlong,Career Impact,Poverty Impact
40.1156835,-88.2267598,Innovation Center,Innovation Center,Imaging Technology Group (ITG) Microscopy Suite,http://itg.beckman.illinois.edu/microscopy_suite/,405 N Mathews Avenue, Champaign County," Illinois""",40.1156835-88.2267598,0.027385892,0.483817427
40.1147663,-88.2267379,Innovation Center,Innovation Center,Technology Entrepreneur Center,http://tec.illinois.edu/,351 Coordinated Science Lab, Champaign County," Illinois""",40.1147663-88.2267379,0.027385892,0.483817427
40.1147663,-88.2267379,Innovation Center,Innovation Center,Cozad New Venture Competition,http://tec.illinois.edu/cozad,351 Coordinated Science Lab, Champaign County," Illinois""",40.1147663-88.2267379,0.027385892,0.483817427
40.1116153,-88.2239639,Innovation Center,Innovation Center,Office of Technology Management,http://otm.illinois.edu/,319 Ceramics Building, Champaign County," Illinois""",40.1116153-88.2239639,0.006665609,0.2683701
40.0911149,-88.2401544,Innovation Center,Innovation Center,I-Start program,http://www.researchpark.illinois.edu/resources/i-start-professional-service-assistance,60 Hazelwood Drive, Champaign County," Illinois""",40.0911149-88.2401544,0.03321729,0.060777488
41.8743225,-87.6585317,Innovation Center,Innovation Center,UIC Innovation Center,http://www.uic.edu/depts/innovationcenter/,1240 W Harrison St., Cook County," Illinois""",41.8743225-87.6585317,0.034215886,0.382484725
41.870544,-87.671344,Innovation Center,Innovation Center,NMR Facility at the Department of Medicinal Chemistry and Pharmacognosy,http://lab.pharm.uic.edu/nmr/,833 South Wood Street, Cook County," Illinois""",41.870544-87.671344,0.0271206,0.150605886
41.8715206,-87.6727085,Innovation Center,Innovation Center,Office of Technology Management,http://otm.uic.edu/,1853 West Polk Street, Cook County," Illinois""",41.8715206-87.6727085,0.0271206,0.150605886
42.050376,-87.682121,Innovation Center,Innovation Center,Innovation and New Ventures Office,http://invo.northwestern.edu/,1800 Sherman Ave., Cook County," Illinois""",42.050376-87.682121,0.035991251,0.220123285
41.8778533,-87.6268458,Innovation Center,Innovation Center,Coleman Entrepreneurship Center,http://coleman.depaul.edu/,1 East Jackson Boulevard, Cook County," Illinois""",41.8778533-87.6268458,0.009058883,0.022647207
41.8778533,-87.6268458,Innovation Center,Innovation Center,The Center for Creativity and Innovation,http://innovation.depaul.edu/index.asp,Department of Management, Cook County," Illinois""",41.8778533-87.6268458,0.009058883,0.022647207
41.8778533,-87.6268458,Innovation Center,Innovation Center,Launch DePaul New Venture Competition,http://ent.depaul.edu/Coleman_Entrepreneurship_Cente/Launch_DePaul/index.asp,1 East Jackson Boulevard, Cook County," Illinois""",41.8778533-87.6268458,0.009058883,0.022647207
41.878468,-87.627148,Innovation Center,Innovation Center,Office of Research Services,,14 East Jackson, Cook County," Illinois""",41.878468-87.627148,0.009058883,0.022647207
40.5074101,-88.9930964,Innovation Center,Innovation Center,George R. and Martha Means Center for Entrepreneurial Studies,http://business.illinoisstate.edu/means/,Illinois State University College of Business, McLean County," Illinois""",40.5074101-88.9930964,0,0.175770457
41.8310932,-87.6280182,Innovation Center,Innovation Center,Knapp Entrepreneurship Center,http://www.stuart.iit.edu/entrepreneurship_academy/knapp_center/,10 West 35th Street, Cook County," Illinois""",41.8310932-87.6280182,0.088970343,0.104298567
41.8310932,-87.6280182,Innovation Center,Innovation Center,Office of Technology Transfer and Intellectual Property,http://www.iit.edu/research/services/ttip/,10 W. 35th St., Cook County," Illinois""",41.8310932-87.6280182,0.088970343,0.104298567
39.841122,-88.9760531,Innovation Center,Innovation Center,Millikin University Entrepreneurship Center,http://www.millikin.edu/academics/tabor/entrepreneurship/Pages/default.aspx,1184 W Main St., Macon County," Illinois""",39.841122-88.9760531,0.11029711,0.026862027
39.7276243,-89.6142061,Innovation Center,Innovation Center,UIS Center for Entrepreneurship,http://www.uis.edu/cbam/featured/,West University Court , Sangamon County," Illinois""",39.7276243-89.6142061,0.11319513,0.158440276
39.4837448,-88.1752054,Innovation Center,Innovation Center,Business Solution Center,http://www.eiu.edu/~bsc/index.php,600 Lincoln Avenue , Coles County," Illinois""",39.4837448-88.1752054,0.015614035,0.23122807
41.8846204,-87.6365384,Innovation Center,Innovation Center,Ernst & Young,http://www.ey.com,155 North Wacker Drive, Cook County," Illinois""",41.8846204-87.6365384,0.055748417,0.165407392
41.8780969,-87.6437545,Innovation Center,Innovation Center,IDEO,http://www.ideo.com/locations/chicago/,626 West Jackson Blvd, Cook County," Illinois""",41.8780969-87.6437545,0.014306499,0.198351115
41.8855516,-87.6363101,Innovation Center,Innovation Center,Chicago Career Tech,http://www.chicagocareertech.com/,191 N. Wacker Drive, Cook County," Illinois""",41.8855516-87.6363101,0.055748417,0.165407392
41.8898235,-87.6295572,Innovation Center,Innovation Center,i.c.stars,http://ww2.icstars.org/,415 N. Dearborn, Cook County," Illinois""",41.8898235-87.6295572,0.021861152,0.142097489
38.8732538,-90.097495,Innovation Center,Innovation Center,Madison County Employment and Training,http://www.mcetd.org/,101 East Edwardsville Rd., Madison County," Illinois""",38.8732538-90.097495,0.248071777,0.155989296
42.0846738,-87.9825501,Innovation Center,Innovation Center,EmPowerHR,http://empowerhr.com/,6 East Miner Street, Cook County," Illinois""",42.0846738-87.9825501,0.135804578,0.057055005
41.888113,-87.630755,Innovation Center,Innovation Center,Foley & Lardner LLP,http://www.foley.com/chicago/,321 North Clark Street, Cook County," Illinois""",41.888113-87.630755,0.059844961,0.063875969
41.896453,-87.6171256,Innovation Center,Innovation Center,Entrepreneurship Law Center,http://www.law.northwestern.edu/legalclinic/elc/,Northwestern University School of Law, Cook County," Illinois""",41.896453-87.6171256,0.058050847,0.135169492
41.897376,-87.6272862,Innovation Center,Innovation Center,The Business Law Clinic,http://www6.luc.edu/law/centers/business/clinic/index.html,Philip H. Corboy Law Center, Cook County," Illinois""",41.897376-87.6272862,0.029004614,0.087233575
41.879804,-87.628283,Innovation Center,Innovation Center,Perkins Coie,http://www.perkinscoie.com/chicago/,131 South Dearborn Street, Cook County," Illinois""",41.879804-87.628283,0.055748417,0.165407392
41.8788515,-87.6364782,Innovation Center,Innovation Center,Meyer Law,http://www.meyerlawgroup.com/,233 South Wacker Drive, Cook County," Illinois""",41.8788515-87.6364782,0.055748417,0.165407392
41.884683,-87.6310837,Innovation Center,Innovation Center,Polsinelli Shughart,http://www.polsinelli.com/pflavin/,161 N. Clark Street , Cook County," Illinois""",41.884683-87.6310837,0.055748417,0.165407392
40.6897709,-89.5876656,Innovation Center,Innovation Center,The Heartland Partnership,http://peoriabusiness.org/,100 SW Water Street, Peoria County," Illinois""",40.6897709-89.5876656,0.234099412,0.441475147
41.9811221,-87.8378466,Innovation Center,Innovation Center,North Business & Industrial Council,http://www.norbic.org/,8430 W. Bryn Mawr Ave., Cook County," Illinois""",41.9811221-87.8378466,0.205290262,0.203651685
40.6897709,-89.5876656,Innovation Center,Innovation Center,Economic Development Council for Central Illinois,http://www.centralillinois.org/,100 SW Water Street, Peoria County," Illinois""",40.6897709-89.5876656,0.234099412,0.441475147
40.6897709,-89.5876656,Innovation Center,Innovation Center,Peoria Area Chamber of Commerce,http://www.peoriachamber.org/,100 SW Water Street, Peoria County," Illinois""",40.6897709-89.5876656,0.234099412,0.441475147
40.6897709,-89.5876656,Innovation Center,Innovation Center,TransPORT,http://communitylink.com/peoria-illinois/2010/10/29/a-prime-location-for-logistics/,100 SW Water Street, Peoria County," Illinois""",40.6897709-89.5876656,0.234099412,0.441475147
41.879185,-87.6311769,Innovation Center,Innovation Center,Minority Business Development Agency (MBDA) Business Center Chicago,http://www.mbda.gov/,105 West Adams Street, Cook County," Illinois""",41.879185-87.6311769,0.055748417,0.165407392
39.9283,-91.410927,Innovation Center,Innovation Center,Quincy Entrepreneurship Center,http://www.gredf.org/entrepreneurs/entrepreneurship-center/,300 Civic Center Plaza, Adams County," Illinois""",39.9283-91.410927,0.248062016,0.405567301
37.2690407,-89.0738254,Innovation Center,Innovation Center,SCC Center for Community and Economic Development,https://sites.google.com/a/shawneecc.edu/center-for-community-and-economic-development/about-us,8364 Shawnee College Road, Pulaski County," Illinois""",37.2690407-89.0738254,0.253227408,0.154253558
41.93291,-87.69416,Innovation Center,Innovation Center,Big Idea Forum,,2800 N. Talman Ave., Cook County," Illinois""",41.93291-87.69416,0.159961378,0.127132282
41.889853,-87.6355433,Innovation Center,Innovation Center,Built in Chicago,http://www.builtinchicago.org/,222 West Hubbard Street, Cook County," Illinois""",41.889853-87.6355433,0.02926964,0.047356068
41.881237,-87.638849,Innovation Center,Innovation Center,Chicago Innovation Mentors,http://www.chicagoinnovationmentors.org,10 South Riverside Plaza, Cook County," Illinois""",41.881237-87.638849,0.014306499,0.198351115
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicagoland Entrepreneurial Center,http://www.chicagolandec.org/,222 W. Merchandise Mart Plaza, Cook County," Illinois""",41.8883695-87.6353645,0.02926964,0.047356068
41.8823108,-87.6328006,Innovation Center,Innovation Center,Clean Energy Trust,http://www.cleanenergytrust.org/,2 North LaSalle Street, Cook County," Illinois""",41.8823108-87.6328006,0.055748417,0.165407392
41.886652,-87.625514,Innovation Center,Innovation Center,iBIO Institute,http://www.ibioinstitute.org/,65 East Wacker Place, Cook County," Illinois""",41.886652-87.625514,0.036187298,0.09698613
41.879211,-87.637199,Innovation Center,Innovation Center,Illinois Technology Association,http://www.illinoistech.org/,200 S. Wacker Drive, Cook County," Illinois""",41.879211-87.637199,0.055748417,0.165407392
42.2761939,-87.85431,Innovation Center,Innovation Center,BioAngels,http://www.bioangels.com/,402 Greenbay Road, Lake County," Illinois""",42.2761939-87.85431,0.076836158,0.077777778
41.793393,-88.212134,Innovation Center,Innovation Center,Midwest Entrepreneurs' Forum,http://www.midwestentrepreneursforum.org/,30W265 Argyll, DuPage County," Illinois""",41.793393-88.212134,0.096066566,0.049546142
41.880363,-87.628964,Innovation Center,Innovation Center,TiE Midwest,https://midwest.tie.org/,33 W. Monroe St, Cook County," Illinois""",41.880363-87.628964,0.055748417,0.165407392
38.895243,-77.075409,Innovation Center,Innovation Center,TechAmerica,http://www.techamerica.org/,1525 Wilson Blvd, Arlington County," Virginia""",38.895243-77.075409,0.045700541,0.131389056
41.8881207,-87.6328499,Innovation Center,Innovation Center,Bootstrappers Breakfast,http://www.bootstrappersbreakfast.com/blog/category/chicago/,300 N LaSalle St, Cook County," Illinois""",41.8881207-87.6328499,0.059844961,0.063875969
41.8961506,-87.634352,Innovation Center,Innovation Center,VentureShot,http://extraordinary-success.com/ventureshot,744 N. Wells St., Cook County," Illinois""",41.8961506-87.634352,0.02926964,0.047356068
41.878419,-87.634102,Innovation Center,Innovation Center,Chicago Interactive Design & Development,http://www.meetup.com/Chicago-Interactive-Design-Development,200 W. Jackson Boulevard, Cook County," Illinois""",41.878419-87.634102,0.055748417,0.165407392
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicago Lean Startup Circle,http://www.chicagoleanstartup.com/,1871, Cook County," Illinois""",41.8883695-87.6353645,0.02926964,0.047356068
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicago Women Developers,http://www.cwdevs.com/,1871, Cook County," Illinois""",41.8883695-87.6353645,0.02926964,0.047356068
41.878419,-87.634102,Innovation Center,Innovation Center,ChicagoRuby,http://www.chicagoruby.org/,200 W Jackson Blvd, Cook County," Illinois""",41.878419-87.634102,0.055748417,0.165407392
40.6969219,-89.6167038,Innovation Center,Innovation Center,Turner Center for Entrepreneurship,http://www.bradley.edu/academic/colleges/fcba/centers/turner/,1501 West Bradley Avenue, Peoria County," Illinois""",40.6969219-89.6167038,0.027955737,0.147058824
41.6932523,-87.8354241,Innovation Center,Innovation Center,Business and Development Resource Center,http://www.morainevalley.edu/bdrc/,9000 W. College Pkwy. , Cook County," Illinois""",41.6932523-87.8354241,0.216360647,0.089750617
41.901353,-87.751197,Innovation Center,Innovation Center,Bethel New Life Small Business Development Center,http://www.bethelnewlife.org/?page_id=66,4950 W. Thomas, Cook County," Illinois""",41.901353-87.751197,0.253487873,0.351148315
41.464831,-90.5072379,Innovation Center,Innovation Center,Blackhawk College Small Business Development Center,http://www.bhc.edu/business-training/businesses/illinois-small-business-development-center/,4703 16th Street, Rock Island County," Illinois""",41.464831-90.5072379,0.289487312,0.138270326
40.6969219,-89.6167038,Innovation Center,Innovation Center,Bradley University Small Business Development Center,http://www.bradley.edu/academic/colleges/fcba/centers/turner/developmentcenter/,1501 West Bradley Avenue, Peoria County," Illinois""",40.6969219-89.6167038,0.027955737,0.147058824
40.093918,-88.2453098,Innovation Center,Innovation Center,Champaign County Economic Development Corporation Small Business Development Center,http://www.champaigncountyedc.org/business-services/small-business-services/counseling,1817 South Neil Street, Champaign County," Illinois""",40.093918-88.2453098,0.081167735,0.078467769
41.8848719,-87.6214393,Innovation Center,Innovation Center,Chicagoland Chamber of Commerce Small Business Development Center,http://chicagolandchamber.org/wdk_cc/programs_and_advocacy/small_business_.jsp,200 East Randolph Street , Cook County," Illinois""",41.8848719-87.6214393,0.036187298,0.09698613
41.720942,-87.613606,Innovation Center,Innovation Center,Chicago State University Small Business Development Center,http://www.csu.edu/sbdc/,9501 South King Drive, Cook County," Illinois""",41.720942-87.613606,0.081339713,0.062998405
40.1713898,-87.6305961,Innovation Center,Innovation Center,Danville Area Community College Small Business Development Center,http://www.dacc.edu/sbdc/,2917 North Vermillion, Vermilion County," Illinois""",40.1713898-87.6305961,0.276320159,0.137495849
41.878413,-87.634504,Innovation Center,Innovation Center,Duman Entrepreneurship Center Small Business Development Center/JVS Chicago,http://jvschicago.org/duman/,216 West Jackson Boulevard, Cook County," Illinois""",41.878413-87.634504,0.055748417,0.165407392
41.884538,-87.6637067,Innovation Center,Innovation Center,Accion Chicago,http://www.accionchicago.org/,1436 W. Randolph St., Cook County," Illinois""",41.884538-87.6637067,0.041436464,0.119968429
41.809064,-88.102056,Innovation Center,Innovation Center,College of DuPage Small Business Development Center,http://www.cod.edu/business_resources/entrepreneurship/sbdc/index.aspx,2525 Cabot Drive, DuPage County," Illinois""",41.809064-88.102056,0.124305205,0.136432542
42.3605037,-88.0099841,Innovation Center,Innovation Center,College of Lake County Small Business Development Center,http://www.clcillinois.edu/depts/sbd.asp,19351 West Washington Street, Lake County," Illinois""",42.3605037-88.0099841,0.098591549,0.053346628
